################################################################################
# WEBOBS OVPF
#
# PROC: {PROC.CGNSSOVPF} GNSS GAMIT/GLOBK OVPF
# TITLE: {\fontsize{14}{\bfVariation de distance}}: ref. BOMG
# FILENAME: BASELINES_BOMG_all.txt
#
#
# CREATED: 10-Jan-2024 13:34:35 by sysop@pitondescalumets
# COPYRIGHT: MMXXIV, (c) OVPF-IPGP
################################################################################
#
#yyyy mm dd HH MM SS BOMG-BORG_(cm) BOMG-DERG_(cm) BOMG-DSRG_(cm) BOMG-SNEG_(cm)
2021 09 22 11 59 00 88166.565984 108093.661803 112150.301351 90554.631444
2021 09 23 11 59 00 88166.617618 108093.621683 112150.251035 90554.626557
2021 09 24 11 59 00 88166.605229 108093.880544 112150.409879 90554.799531
2021 09 25 11 59 00 88166.772040 108093.857651 112150.527660 90554.757513
2021 09 26 11 59 00 88166.770673 108093.729468 112150.459878 90554.533498
2021 09 27 11 59 00 88166.750099 108093.704929 112150.371216 90554.690000
2021 09 28 11 59 00 88166.614326 108093.926061 112150.405163 90554.897298
2021 09 29 11 59 00 88166.673385 108093.990671 112150.478717 90555.008489
2021 09 30 11 59 00 88166.644373 108093.975996 112150.482288 90554.923990
2021 10 01 11 59 00 88166.611146 108093.969682 112150.408885 90554.954475
2021 10 02 11 59 00 88166.670256 108094.014052 112150.496875 90554.970911
2021 10 03 11 59 00 88166.783701 108093.990479 112150.641870 90554.804258
2021 10 04 11 59 00 88166.667608 108093.901803 112150.528285 90554.694538
2021 10 05 11 59 00 88166.724602 108093.847814 112150.474507 90554.657240
2021 10 06 11 59 00 88166.773415 108094.001604 112150.652079 90554.834090
2021 10 07 11 59 00 88166.820572 108093.978167 112150.691145 90554.888440
2021 10 08 11 59 00 88166.833522 108094.099278 112150.708844 90554.888964
2021 10 09 11 59 00 88166.703430 108094.185671 112150.719408 90554.898470
2021 10 10 11 59 00 88166.752649 108094.108116 112150.692715 90554.902333
2021 10 11 11 59 00 88166.732458 108093.994029 112150.680376 90554.757054
2021 10 12 11 59 00 88166.784549 108094.207700 112150.702731 90555.018021
2021 10 13 11 59 00 88166.850956 108094.222933 112150.769175 90555.165244
2021 10 14 11 59 00 88166.924991 108094.257325 112150.914404 90555.153288
2021 10 15 11 59 00 88166.814313 108094.382778 112150.784902 90555.262629
2021 10 16 11 59 00 88166.749555 108094.308379 112150.746370 90555.260914
2021 10 17 11 59 00 88166.842892 108094.298549 112150.839946 90555.155567
2021 10 18 11 59 00 88164.746692 108104.854094 112154.775026 90557.315688
2021 10 19 11 59 00 88164.628475 108104.457464 112154.530985 90557.029817
2021 10 20 11 59 00 88164.664409 108104.583329 112154.641947 90557.151433
2021 10 21 11 59 00 88164.810977 108104.885140 112155.001130 90557.607837
2021 10 22 11 59 00 88164.912472 108104.723038 112154.913542 90557.554903
2021 10 23 11 59 00 88164.895348 108105.043462 112155.113216 90557.864626
2021 10 24 11 59 00 88164.888194 108105.035410 112155.104045 90557.891151
2021 10 25 11 59 00 88165.005707 108105.249593 112155.291508 90558.167809
2021 10 26 11 59 00 88164.983094 108105.248366 112155.247889 90558.178612
2021 10 27 11 59 00 88165.026050 108105.319416 112155.296006 90558.293793
2021 10 28 11 59 00 88165.209966 108105.409789 112155.457213 90558.448497
2021 10 29 11 59 00 88165.208787 108105.486189 112155.568163 90558.521945
2021 10 30 11 59 00 88165.297624 108105.829318 112155.594536 90558.875349
2021 10 31 11 59 00 88165.271688 108105.247817 112155.588846 90558.408810
2021 11 01 11 59 00 88165.439299 108105.748827 112155.907807 90558.851543
2021 11 02 11 59 00 88165.254003 108105.807023 112155.755731 90558.943129
2021 11 03 11 59 00 88165.427403 108105.967101 112155.953832 90559.112903
2021 11 04 11 59 00 88165.246464 108106.065226 112155.855815 90559.159281
2021 11 05 11 59 00 88165.440589 108106.043954 112156.035401 90559.249306
2021 11 06 11 59 00 88165.628021 108106.297688 112156.309858 90559.425482
2021 11 07 11 59 00 88165.320174 108106.188821 112155.957189 90559.498275
2021 11 08 11 59 00 88165.427778 108106.175267 112156.126896 90559.513688
2021 11 09 11 59 00 88165.435503 108106.281551 112156.138324 90559.475464
2021 11 10 11 59 00 88165.381653 108106.242582 112156.070460 90559.570933
2021 11 11 11 59 00 88165.415781 108106.296473 112156.128089 90559.644761
2021 11 12 11 59 00 88165.450334 108106.409065 112156.229667 90559.759697
2021 11 13 11 59 00 88165.460572 108106.485885 112156.260377 90559.804177
2021 11 14 11 59 00 88165.514473 108106.541143 112156.313517 90559.914604
2021 11 15 11 59 00 88165.539549 108106.571856 112156.367404 90559.941095
2021 11 16 11 59 00 88165.497974 108106.556258 112156.359241 90559.962945
2021 11 17 11 59 00 88165.535376 108106.747910 112156.492255 90560.097795
2021 11 18 11 59 00 88165.536132 108106.961534 112156.656474 90560.312982
2021 11 19 11 59 00 88165.600128 108106.997425 112156.664674 90560.352887
2021 11 20 11 59 00 88165.596574 108107.031033 112156.695665 90560.374661
2021 11 21 11 59 00 88165.631572 108107.034780 112156.683498 90560.382782
2021 11 22 11 59 00 88165.665209 108107.130052 112156.715886 90560.485331
2021 11 23 11 59 00 88165.670958 108106.961190 112156.632542 90560.354988
2021 11 24 11 59 00 88165.968123 108107.035425 112156.958883 90560.420339
2021 11 25 11 59 00 88165.795514 108107.112654 112156.892625 90560.506237
2021 11 26 11 59 00 88165.735604 108107.153638 112156.847777 90560.525027
2021 11 27 11 59 00 88165.875068 108107.229241 112157.134478 90560.421888
2021 11 28 11 59 00 88165.753811 108107.203351 112157.028118 90560.497300
2021 11 29 11 59 00 88165.736086 108107.101577 112156.916349 90560.478759
2021 11 30 11 59 00 88165.864739 108107.203094 112157.067998 90560.648497
2021 12 01 11 59 00 88165.604820 108107.278365 112156.893730 90560.701407
2021 12 02 11 59 00 88165.682853 108107.076604 112156.900270 90560.441275
2021 12 03 11 59 00 88165.674506 108107.289721 112156.989244 90560.739462
2021 12 04 11 59 00 88165.620640 108107.308215 112157.003058 90560.802104
2021 12 05 11 59 00 88165.661218 108107.494830 112157.037009 90560.966059
2021 12 06 11 59 00 88165.741571 108107.552359 112157.147236 90560.975904
2021 12 07 11 59 00 88165.812021 108107.481406 112157.182370 90560.797663
2021 12 08 11 59 00 88165.692234 108107.377167 112157.006865 90560.858282
2021 12 09 11 59 00 88165.800888 108107.395737 112157.013305 90560.927191
2021 12 10 11 59 00 88165.724510 108107.491074 112157.079110 90560.992799
2021 12 11 11 59 00 88165.582720 108107.684394 112157.183729 90561.097334
2021 12 12 11 59 00 88165.750441 108107.628394 112157.149116 90561.078250
2021 12 13 11 59 00 88165.848808 108107.447605 112157.182282 90560.872942
2021 12 14 11 59 00 88165.828612 108107.591470 112157.233202 90560.887558
2021 12 15 11 59 00 88165.798786 108107.437193 112157.344127 90560.705266
2021 12 16 11 59 00 88165.835433 108107.591394 112157.248497 90560.945704
2021 12 17 11 59 00 88165.865966 108107.576215 112157.233744 90561.137459
2021 12 18 11 59 00 88165.885880 108107.478769 112157.187586 90561.036417
2021 12 19 11 59 00 88165.910954 108107.872117 112157.283178 90561.325626
2021 12 20 11 59 00 88165.961252 108107.969499 112157.346759 90561.435233
2021 12 21 11 59 00 88166.006094 108107.671593 112157.504720 90561.192633
2021 12 22 11 59 00 88166.818549 108113.846313 112154.868481 90563.435757
2021 12 23 11 59 00 88166.922884 108113.828780 112154.751654 90563.689296
2021 12 24 11 59 00 88166.739942 108113.273653 112154.443945 90563.173039
2021 12 25 11 59 00 88166.948792 108113.766457 112154.715156 90563.612136
2021 12 26 11 59 00 88167.029249 108113.554098 112154.672321 90563.406692
2021 12 27 11 59 00 88166.817706 108113.318064 112154.446858 90563.110049
2021 12 28 11 59 00 88166.807694 108113.245372 112154.612990 90563.045518
2021 12 29 11 59 00 88166.841452 108113.122014 112154.603097 90562.824831
2021 12 30 11 59 00 88166.855517 108113.223328 112154.706008 90562.953936
2021 12 31 11 59 00 88166.861155 108113.273555 112154.670452 90563.086659
2022 01 01 11 59 00 88166.891320 108113.180130 112154.572323 90562.920229
2022 01 02 11 59 00 88166.942927 108113.273427 112154.744064 90563.149472
2022 01 03 11 59 00 88166.956046 108113.288823 112154.601327 90563.310853
2022 01 04 11 59 00 88166.733491 108113.205487 112154.438156 90563.177999
2022 01 05 11 59 00 88166.766945 108113.005724 112154.557003 90562.989208
2022 01 06 11 59 00 88166.838453 108113.020986 112154.435015 90562.902368
2022 01 07 11 59 00 88166.781185 108112.754324 112154.361455 90562.721040
2022 01 08 11 59 00 88166.765680 108112.665329 112154.323269 90562.685612
2022 01 09 11 59 00 88166.745257 108112.648691 112154.253680 90562.464815
2022 01 10 11 59 00 88166.854936 108112.690600 112154.350736 90562.430655
2022 01 11 11 59 00 88166.875600 108112.537424 112154.322594 90562.276129
2022 01 12 11 59 00 88166.775635 108112.283494 112154.018724 90562.118223
2022 01 13 11 59 00 NaN NaN NaN NaN
2022 01 14 11 59 00 NaN NaN NaN NaN
2022 01 15 11 59 00 88166.580953 108111.387003 112153.412824 90561.393874
2022 01 16 11 59 00 88166.435320 108111.354074 112153.135274 90561.411353
2022 01 17 11 59 00 88166.521494 108111.322302 112153.319210 90561.326207
2022 01 18 11 59 00 88166.522744 108111.375723 112153.215141 90561.472616
2022 01 19 11 59 00 88166.446086 108111.375514 112153.092471 90561.308352
2022 01 20 11 59 00 88166.550435 108111.355688 112153.170071 90561.429167
2022 01 21 11 59 00 88166.410137 108111.702182 112153.395828 90561.505024
2022 01 22 11 59 00 88166.748145 108111.815421 112153.621442 90561.676930
2022 01 23 11 59 00 88166.554792 108111.459392 112153.331123 90561.542418
2022 01 24 11 59 00 88166.635340 108111.514152 112153.458787 90561.466971
2022 01 25 11 59 00 88166.637744 108111.646201 112153.423544 90561.641739
2022 01 26 11 59 00 88166.643141 108111.723344 112153.503705 90561.696097
2022 01 27 11 59 00 88166.702877 108111.750344 112153.462839 90561.656704
2022 01 28 11 59 00 88166.810705 108111.822732 112153.604220 90561.863650
2022 01 29 11 59 00 88166.738941 108111.884182 112153.590882 90561.965663
2022 01 30 11 59 00 88166.649955 108111.794289 112153.603158 90561.869648
2022 01 31 11 59 00 88166.667445 108112.010067 112153.698276 90562.124769
2022 02 01 11 59 00 88166.738023 108112.001808 112153.829166 90561.955061
2022 02 02 11 59 00 88166.866078 108111.962959 112153.837541 90561.813755
2022 02 03 11 59 00 88166.889776 108111.985089 112153.835192 90561.798923
2022 02 04 11 59 00 88167.075153 108112.119209 112153.999571 90561.954108
2022 02 05 11 59 00 88167.058466 108111.888526 112154.148893 90561.684995
2022 02 06 11 59 00 88168.067626 108112.021938 112153.866531 90561.677693
2022 02 07 11 59 00 88167.612827 108111.633131 112153.843435 90561.705411
2022 02 08 11 59 00 88166.823419 108112.236079 112153.883039 90561.876146
2022 02 09 11 59 00 88166.919681 108112.159508 112153.915434 90562.117782
2022 02 10 11 59 00 88167.388797 108111.895462 112154.002155 90561.930670
2022 02 11 11 59 00 88167.052175 108111.888851 112153.859234 90561.869959
2022 02 12 11 59 00 88167.025335 108111.997280 112153.895137 90562.112111
2022 02 13 11 59 00 88166.939917 108112.127092 112153.900263 90562.085242
2022 02 14 11 59 00 88167.016672 108112.127186 112153.875711 90562.195397
2022 02 15 11 59 00 88167.036716 108111.822139 112153.774671 90561.916126
2022 02 16 11 59 00 88167.003791 108111.800009 112153.690093 90561.961612
2022 02 17 11 59 00 88166.987791 108112.175736 112153.923362 90562.126215
2022 02 18 11 59 00 88167.009512 108111.951324 112153.794757 90562.251516
2022 02 19 11 59 00 88167.056481 108112.018851 112153.970517 90561.931814
2022 02 20 11 59 00 88167.100054 108111.906218 112153.876443 90561.939451
2022 02 21 11 59 00 88167.258137 108111.977215 112154.012944 90562.040868
2022 02 22 11 59 00 88167.458631 108112.154664 112154.509982 90561.980558
2022 02 23 11 59 00 88167.087767 108111.833377 112153.826360 90561.936350
2022 02 24 11 59 00 88167.507120 108111.935403 112154.003941 90561.917632
2022 02 25 11 59 00 88167.204245 108111.954026 112153.901326 90561.974299
2022 02 26 11 59 00 88167.200855 108111.822661 112153.798633 90561.957445
2022 02 27 11 59 00 88167.208217 108112.059275 112153.994294 90562.160788
2022 02 28 11 59 00 88167.255387 108111.999170 112154.050301 90562.180597
2022 03 01 11 59 00 88167.049882 108111.944239 112153.896397 90562.131790
2022 03 02 11 59 00 88167.154068 108112.068468 112154.052303 90562.229857
2022 03 03 11 59 00 88167.143776 108112.189697 112154.146890 90562.204095
2022 03 04 11 59 00 88167.158947 108112.021284 112154.159896 90562.065872
2022 03 05 11 59 00 88167.153563 108112.085588 112154.066580 90562.108118
2022 03 06 11 59 00 88167.119798 108111.914630 112154.117824 90561.925553
2022 03 07 11 59 00 88167.135961 108111.756021 112153.892856 90562.079909
2022 03 08 11 59 00 88167.177686 108111.704279 112153.952123 90561.936218
2022 03 09 11 59 00 88167.310993 108112.071457 112154.072803 90562.187279
2022 03 10 11 59 00 88167.384429 108111.810244 112153.969399 90562.048983
2022 03 11 11 59 00 88167.235988 108111.801234 112153.944396 90562.093225
2022 03 12 11 59 00 88167.303354 108112.217231 112154.207679 90562.320408
2022 03 13 11 59 00 88167.292059 108112.196048 112154.290687 90562.199972
2022 03 14 11 59 00 88167.130595 108112.465212 112154.208023 90562.454404
2022 03 15 11 59 00 88167.279686 108112.140319 112154.297588 90562.141150
2022 03 16 11 59 00 88167.342859 108112.042569 112154.283955 90562.122401
2022 03 17 11 59 00 88167.323291 108112.104598 112154.184617 90562.198498
2022 03 18 11 59 00 88167.486878 108112.275257 112154.406886 90562.292171
2022 03 19 11 59 00 88167.244889 108112.022103 112154.046364 90562.154285
2022 03 20 11 59 00 88167.281668 108112.089541 112154.211004 90562.200421
2022 03 21 11 59 00 88167.504421 108112.251569 112154.349043 90562.247618
2022 03 23 11 59 00 88167.286215 108111.947760 112154.196695 90562.107951
2022 03 24 11 59 00 88167.433110 108112.221196 112154.378625 90562.340673
2022 03 25 11 59 00 88167.388991 108112.190636 112154.205330 90562.431704
2022 03 26 11 59 00 88167.615050 108112.272871 112154.323199 90562.538899
2022 03 27 11 59 00 88167.442182 108112.191981 112154.484659 90562.219649
2022 03 28 11 59 00 88167.664534 108112.384628 112154.670783 90562.460935
2022 03 29 11 59 00 88167.358374 108111.807798 112154.192559 90562.094980
2022 03 30 11 59 00 88167.378322 108112.310077 112154.377615 90562.327360
2022 03 31 11 59 00 88167.429221 108112.353198 112154.537706 90562.388835
2022 04 01 11 59 00 88167.458709 108112.432906 112154.483952 90562.368195
2022 04 02 11 59 00 88167.434006 108112.441972 112154.477217 90562.426473
2022 04 03 11 59 00 88167.686349 108112.351691 112154.544923 90562.349447
2022 04 04 11 59 00 88167.874518 108112.259696 112154.425680 90562.328082
2022 04 05 11 59 00 88167.896686 108112.161139 112154.366482 90562.202033
2022 04 06 11 59 00 88168.022588 108112.256592 112154.449920 90562.348442
2022 04 07 11 59 00 88168.080432 108112.322702 112154.481834 90562.526030
2022 04 08 11 59 00 88167.664105 108112.260079 112154.429634 90562.354020
2022 04 09 11 59 00 88168.024611 108112.138911 112154.331572 90562.250472
2022 04 10 11 59 00 88167.384961 108112.253690 112154.335608 90562.379275
2022 04 11 11 59 00 88167.642142 108112.521769 112154.760158 90562.551965
2022 04 12 11 59 00 88167.550463 108112.695911 112154.743662 90562.672611
2022 04 13 11 59 00 88167.440625 108112.747722 112154.667339 90562.652900
2022 04 14 11 59 00 88167.469999 108112.850790 112154.819489 90562.724869
2022 04 15 11 59 00 88167.837408 108112.595058 112154.885972 90562.593655
2022 04 16 11 59 00 88167.600519 108112.631901 112154.831802 90562.702063
2022 04 17 11 59 00 88167.775249 108113.340387 112155.062322 90563.322514
2022 04 18 11 59 00 88167.628705 108112.984870 112155.041757 90563.119899
2022 04 19 11 59 00 88167.727410 108113.061130 112155.061793 90563.209406
2022 04 20 11 59 00 88167.868191 108113.151273 112155.406649 90563.276867
2022 04 21 11 59 00 88168.176791 108113.199179 112155.329431 90563.290597
2022 04 22 11 59 00 88167.929783 108113.305858 112155.353073 90563.354963
2022 04 23 11 59 00 88167.959676 108113.447190 112155.473108 90563.574651
2022 04 24 11 59 00 NaN NaN NaN NaN
2022 04 25 11 59 00 NaN NaN NaN NaN
2022 04 26 11 59 00 88168.135147 108113.773448 112155.862964 90563.810396
2022 04 27 11 59 00 88168.073579 108113.975337 112155.804673 90564.098641
2022 04 28 11 59 00 88168.042278 108113.820907 112155.835465 90564.015467
2022 04 29 11 59 00 88168.027680 108114.117668 112155.814880 90564.255516
2022 04 30 11 59 00 88168.115088 108114.141156 112156.002538 90564.341935
2022 05 01 11 59 00 88168.153761 108114.227492 112156.086902 90564.435267
2022 05 02 11 59 00 88168.069141 108114.340829 112156.061719 90564.485454
2022 05 03 11 59 00 88168.157650 108114.146474 112156.096102 90564.362435
2022 05 04 11 59 00 88168.055071 108114.251266 112155.963655 90564.323356
2022 05 05 11 59 00 88168.143981 108114.769746 112156.522604 90564.649412
2022 05 06 11 59 00 88168.433503 108114.352631 112156.289518 90564.408190
2022 05 07 11 59 00 88168.321106 108114.349749 112156.297226 90564.371372
2022 05 08 11 59 00 88168.118027 108114.273974 112156.082583 90564.489379
2022 05 09 11 59 00 88168.232027 108114.410388 112156.098946 90564.701462
2022 05 10 11 59 00 88168.283167 108114.518288 112156.269760 90564.771231
2022 05 11 11 59 00 88168.204567 108114.407583 112156.228413 90564.655255
2022 05 12 11 59 00 88168.224434 108114.436104 112156.258394 90564.692035
2022 05 13 11 59 00 88168.203527 108114.391706 112156.270206 90564.618037
2022 05 14 11 59 00 88168.389258 108114.429953 112156.143252 90564.636333
2022 05 15 11 59 00 88168.002387 108114.482884 112156.251637 90564.826925
2022 05 16 11 59 00 88168.189455 108114.265829 112155.734950 90564.373983
2022 05 17 11 59 00 88168.223723 108114.410115 112155.994123 90564.502270
2022 05 18 11 59 00 88168.240552 108114.287174 112155.790986 90564.523875
2022 05 19 11 59 00 88168.283266 108114.191537 112156.131824 90564.406602
2022 05 20 11 59 00 88168.027520 108114.236246 112156.286418 90564.327408
2022 05 21 11 59 00 88168.161250 108114.168537 112155.925878 90564.283583
2022 05 22 11 59 00 88168.189179 108114.222938 112155.782977 90564.405223
2022 05 23 11 59 00 88168.206190 108114.174776 112156.083091 90564.391878
2022 05 24 11 59 00 88168.288679 108114.056693 112156.264002 90564.412768
2022 05 25 11 59 00 88168.188513 108114.126686 112156.396894 90564.432538
2022 05 26 11 59 00 88168.196610 108114.111052 112156.264790 90564.397515
2022 05 27 11 59 00 88168.106974 108114.029022 112155.893550 90564.284192
2022 05 28 11 59 00 88168.220601 108114.197508 112156.276491 90564.328396
2022 05 29 11 59 00 88168.261791 108114.253908 112156.520449 90564.261494
2022 05 30 11 59 00 88168.222497 108114.199198 112156.229367 90564.247864
2022 05 31 11 59 00 88168.204724 108114.236242 112155.800992 90564.329161
2022 06 01 11 59 00 88168.236387 108114.220505 112156.289887 90564.411586
2022 06 02 11 59 00 88168.253502 108114.219430 112156.218961 90564.614797
2022 06 03 11 59 00 88168.195843 108114.513609 112156.510946 90564.707364
2022 06 04 11 59 00 88168.341323 108114.525449 112156.374681 90564.617853
2022 06 05 11 59 00 88168.201726 108114.336369 112155.892268 90564.454726
2022 06 06 11 59 00 88168.267708 108114.325442 112156.266278 90564.479047
2022 06 07 11 59 00 88168.315299 108114.327500 112156.531960 90564.468553
2022 06 08 11 59 00 NaN NaN 112156.486493 NaN
2022 06 09 11 59 00 NaN NaN NaN NaN
2022 06 10 11 59 00 88168.329570 108114.472579 112156.726911 90564.552974
2022 06 11 11 59 00 88168.291502 108114.491581 112156.410980 90564.808269
2022 06 12 11 59 00 88168.254712 108114.445178 112157.037627 90564.608195
2022 06 13 11 59 00 88168.285866 108114.479664 112156.288191 90564.653220
2022 06 14 11 59 00 88168.321271 108114.443837 112156.116748 90564.755773
2022 06 15 11 59 00 88168.113435 108114.500314 112156.211172 90564.610051
2022 06 16 11 59 00 88168.277807 108114.442134 112155.803002 90564.743526
2022 06 17 11 59 00 88168.298799 108114.335669 112155.940046 90564.717450
2022 06 18 11 59 00 88168.289228 108114.306137 112156.013902 90564.577229
2022 06 19 11 59 00 88168.494295 108114.618218 112156.162596 90564.842086
2022 06 20 11 59 00 88168.404788 108114.567819 112156.611318 90564.713357
2022 06 21 11 59 00 88168.271212 108114.338738 112155.836008 90564.758323
2022 06 22 11 59 00 88168.258887 108114.341465 112155.901460 90564.723613
2022 06 23 11 59 00 88168.275476 108114.374910 112156.720052 90564.751993
2022 06 24 11 59 00 88168.245560 108114.426368 112155.802004 90564.842537
2022 06 25 11 59 00 88168.237737 108114.404118 112156.468482 90564.810679
2022 06 26 11 59 00 88168.237306 108114.481538 112156.174620 90564.826091
2022 06 27 11 59 00 88168.406115 108114.540546 112156.243235 90564.868400
2022 06 28 11 59 00 88168.318130 108114.518560 112156.031095 90564.874634
2022 06 29 11 59 00 88168.255604 108114.485362 112156.376385 90564.886534
2022 06 30 11 59 00 88168.214789 108114.487936 112156.032928 90564.917976
2022 07 01 11 59 00 88168.271197 108114.529486 112156.035630 90564.923272
2022 07 02 11 59 00 88168.306365 108114.601636 112156.487986 90564.939371
2022 07 03 11 59 00 88168.337751 108114.713043 112156.835093 90564.784976
2022 07 04 11 59 00 88168.316046 108114.518560 112156.494994 90564.919938
2022 07 05 11 59 00 88168.240527 108114.566868 112156.479748 90564.970819
2022 07 06 11 59 00 88168.234929 108114.570559 112156.199723 90565.003981
2022 07 07 11 59 00 88168.288257 108114.628884 112156.247043 90565.022660
2022 07 08 11 59 00 88168.358082 108114.687272 112156.311322 90565.037518
2022 07 09 11 59 00 88168.288065 108114.768163 112156.367311 90564.982615
2022 07 10 11 59 00 88168.294037 108114.724444 112156.312347 90565.029986
2022 07 11 11 59 00 88168.249997 108114.845686 112156.399574 90565.009138
2022 07 12 11 59 00 88168.279292 108114.781351 112156.384402 90564.954097
2022 07 13 11 59 00 88168.362059 108114.792837 112156.414350 90564.798257
2022 07 14 11 59 00 88168.395352 108114.716586 112156.349956 90564.804895
2022 07 15 11 59 00 88168.336948 108114.664903 112156.370009 90564.733170
2022 07 16 11 59 00 88168.275692 108114.784809 112156.405166 90564.851204
2022 07 17 11 59 00 88168.364473 108115.018175 112156.529041 90565.063769
2022 07 18 11 59 00 88168.429558 108115.079090 112156.623216 90565.086711
2022 07 19 11 59 00 88168.375750 108115.118656 112156.586784 90565.095794
2022 07 20 11 59 00 88168.378129 108115.011470 112156.514746 90565.056613
2022 07 21 11 59 00 88168.377175 108115.000962 112156.539945 90565.003430
2022 07 22 11 59 00 88168.364280 108114.979356 112156.545338 90565.063460
2022 07 23 11 59 00 88168.490093 108114.968813 112156.551742 90564.918356
2022 07 24 11 59 00 88168.447478 108114.931006 112156.560957 90565.199104
2022 07 25 11 59 00 88168.349396 108114.915658 112156.411006 90565.249263
2022 07 26 11 59 00 88168.342471 108114.944596 112156.439795 90565.296633
2022 07 27 11 59 00 88168.341947 108114.956513 112156.432779 90565.298491
2022 07 28 11 59 00 88168.362708 108114.967008 112156.458359 90565.316964
2022 07 29 11 59 00 88168.378735 108114.977687 112156.482399 90565.307709
2022 07 30 11 59 00 88168.399164 108114.977815 112156.458805 90565.231644
2022 07 31 11 59 00 88168.403389 108115.003501 112156.440456 90565.238596
2022 08 01 11 59 00 88168.403574 108114.998558 112156.450880 90565.301895
2022 08 02 11 59 00 88168.417747 108115.022072 112156.386866 90565.276925
2022 08 03 11 59 00 88168.521374 108115.038735 112156.618882 90565.046330
2022 08 04 11 59 00 88168.544459 108114.913374 112156.543370 90564.894824
2022 08 06 11 59 00 88168.477812 108114.996381 112156.394875 90565.264294
2022 08 07 11 59 00 88168.425905 108115.037766 112156.566747 90565.101610
2022 08 08 11 59 00 88168.388221 108115.037369 112156.501162 90565.241671
2022 08 09 11 59 00 88168.420446 108115.105630 112156.544907 90565.394302
2022 08 10 11 59 00 88168.396789 108115.022921 112156.519841 90565.356904
2022 08 11 11 59 00 88168.426698 108115.071600 112156.575797 90565.333508
2022 08 12 11 59 00 88168.452016 108115.082462 112156.575268 90565.280431
2022 08 13 11 59 00 88168.439734 108115.099817 112156.566217 90565.413322
2022 08 14 11 59 00 88168.406552 108115.127321 112156.587742 90565.384564
2022 08 15 11 59 00 88168.472534 108115.113099 112156.590738 90565.443217
2022 08 16 11 59 00 88168.454575 108115.147723 112156.565555 90565.429664
2022 08 17 11 59 00 88168.463771 108115.065650 112156.513372 90565.413877
2022 08 18 11 59 00 88168.530318 108115.103304 112156.604519 90565.476792
2022 08 19 11 59 00 88168.486044 108115.131371 112156.550929 90565.476692
2022 08 20 11 59 00 88168.481162 108115.137821 112156.574573 90565.491347
2022 08 21 11 59 00 88168.470924 108115.138960 112156.569742 90565.462759
2022 08 22 11 59 00 88168.471113 108115.121640 112156.548464 90565.459148
2022 08 23 11 59 00 88168.483674 108115.221357 112156.608474 90565.506689
2022 08 24 11 59 00 88168.593980 108115.180963 112156.675252 90565.468705
2022 08 25 11 59 00 88168.758289 108115.198701 112156.818486 90565.258031
2022 08 26 11 59 00 88168.682061 108115.252399 112156.844428 90565.220670
2022 08 27 11 59 00 88168.462153 108115.233239 112156.708839 90565.368946
2022 08 28 11 59 00 88168.571435 108115.208240 112156.659070 90565.310423
2022 08 29 11 59 00 88168.650502 108115.272016 112156.730563 90565.523818
2022 08 30 11 59 00 88168.611573 108115.283177 112156.748084 90565.509198
2022 08 31 11 59 00 88168.783845 108115.200988 112156.906291 90565.383568
2022 09 01 11 59 00 88168.826039 108115.455538 112156.907962 90565.628089
2022 09 02 11 59 00 88168.640066 108115.501780 112156.802220 90565.757172
2022 09 03 11 59 00 88168.596732 108115.590430 112156.980676 90565.672949
2022 09 04 11 59 00 88168.688880 108115.663083 112157.080643 90565.620212
2022 09 05 11 59 00 88168.738759 108115.633684 112157.118715 90565.631426
2022 09 06 11 59 00 88168.615827 108115.692841 112157.024074 90565.975379
2022 09 07 11 59 00 88168.703003 108115.880683 112157.247419 90566.130800
2022 09 08 11 59 00 88168.787234 108116.229819 112157.557163 90566.366623
2022 09 09 11 59 00 88168.853072 108116.325038 112157.630889 90566.456718
2022 09 10 11 59 00 88168.826757 108116.323928 112157.672169 90566.434357
2022 09 11 11 59 00 88169.081608 108116.351004 112157.920978 90566.312566
2022 09 12 11 59 00 88168.869475 108116.412740 112157.716444 90566.564808
2022 09 13 11 59 00 88168.869473 108116.476912 112157.721805 90566.606262
2022 09 14 11 59 00 88168.895735 108116.521848 112157.777066 90566.627692
2022 09 15 11 59 00 88169.013533 108116.740215 112158.041493 90566.610589
2022 09 16 11 59 00 88168.877815 108116.743801 112157.942916 90566.482139
2022 09 17 11 59 00 88169.005477 108116.816714 112158.060868 90566.566144
2022 09 18 11 59 00 88168.808695 108116.622513 112158.016792 90566.438899
2022 09 19 11 59 00 88169.905114 108120.158144 112162.426770 90567.807536
2022 09 20 11 59 00 88170.025172 108119.794599 112161.805953 90567.283944
2022 09 21 11 59 00 88170.027123 108119.549320 112161.678469 90567.046056
2022 09 22 11 59 00 88169.858227 108119.529750 112161.715553 90567.057547
2022 09 23 11 59 00 88170.148923 108119.443358 112161.634326 90566.987162
2022 09 24 11 59 00 88170.060362 108119.515802 112161.609658 90567.222537
2022 09 25 11 59 00 88169.989425 108119.524522 112161.557898 90567.430564
2022 09 26 11 59 00 88169.942637 108119.527746 112161.434140 90567.422583
2022 09 27 11 59 00 88169.971025 108119.531459 112161.438273 90567.453716
2022 09 28 11 59 00 88170.002730 108119.592916 112161.477538 90567.508413
2022 09 29 11 59 00 88170.102754 108119.623122 112161.531036 90567.423855
2022 09 30 11 59 00 88169.977128 108119.365909 112161.320999 90567.258901
